petal_length,sepal_width,sepal_length,y
0.0701754385964912,0.7222222222222223,0.19999999999999973,0
0.7719298245614036,0.5,0.7142857142857144,2
0.5438596491228069,0.33333333333333326,0.37142857142857144,1
0.6140350877192983,0.0,0.5142857142857142,1
0.982456140350877,0.4444444444444444,0.9142857142857141,2
0.6491228070175439,0.38888888888888884,0.48571428571428554,1
0.0,0.7777777777777777,0.05714285714285694,0
